************* START OF RANDOM TEST FOR smithy card *************

Test#0 Expected 6 handcount, found 7 handcount for input: handCount: 4, deckCount: 15, discardCount: 107
Test#91 Expected 8 handcount, found 9 handcount for input: handCount: 6, deckCount: 17, discardCount: 46
Test#92 Expected 183 handcount, found 184 handcount for input: handCount: 181, deckCount: 205, discardCount: 275
Test#93 Expected 5 handcount, found 6 handcount for input: handCount: 3, deckCount: 477, discardCount: 3
Test#94 Expected 4 handcount, found 5 handcount for input: handCount: 2, deckCount: 474, discardCount: 5
Test#95 Expected 12 handcount, found 13 handcount for input: handCount: 10, deckCount: 27, discardCount: 24
Test#96 Expected 3 handcount, found 4 handcount for input: handCount: 1, deckCount: 480, discardCount: 13
Test#97 Expected 168 handcount, found 169 handcount for input: handCount: 166, deckCount: 12, discardCount: 49
Test#98 Expected 188 handcount, found 189 handcount for input: handCount: 186, deckCount: 257, discardCount: 94
Test#99 Expected 12 handcount, found 13 handcount for input: handCount: 10, deckCount: 19, discardCount: 40
Test#100 Expected 85 handcount, found 86 handcount for input: handCount: 83, deckCount: 30, discardCount: 37
Test#101 Expected 496 handcount, found 497 handcount for input: handCount: 494, deckCount: 39, discardCount: 35
Test#102 Expected 6 handcount, found 7 handcount for input: handCount: 4, deckCount: 4, discardCount: 30
Test#103 Expected 6 handcount, found 7 handcount for input: handCount: 4, deckCount: 9, discardCount: 37
Test#104 Expected 9 handcount, found 10 handcount for input: handCount: 7, deckCount: 18, discardCount: 260
Test#105 Expected 11 handcount, found 12 handcount for input: handCount: 9, deckCount: 39, discardCount: 31
Test#106 Expected 211 handcount, found 212 handcount for input: handCount: 209, deckCount: 14, discardCount: 31
Test#107 Expected 10 handcount, found 11 handcount for input: handCount: 8, deckCount: 2, discardCount: 2
Test#108 Expected 9 handcount, found 10 handcount for input: handCount: 7, deckCount: 400, discardCount: 65
Test#109 Expected 10 handcount, found 11 handcount for input: handCount: 8, deckCount: 26, discardCount: 106
Test#110 Expected 11 handcount, found 12 handcount for input: handCount: 9, deckCount: 112, discardCount: 307
Test#111 Expected 347 handcount, found 348 handcount for input: handCount: 345, deckCount: 33, discardCount: 21
Test#112 Expected 7 handcount, found 8 handcount for input: handCount: 5, deckCount: 401, discardCount: 57
Test#113 Expected 4 handcount, found 5 handcount for input: handCount: 2, deckCount: 240, discardCount: 60
Test#114 Expected 9 handcount, found 10 handcount for input: handCount: 7, deckCount: 21, discardCount: 7
Test#115 Expected 8 handcount, found 9 handcount for input: handCount: 6, deckCount: 1, discardCount: 37
Test#116 Expected 431 handcount, found 432 handcount for input: handCount: 429, deckCount: 42, discardCount: 36
Test#117 Expected 11 handcount, found 12 handcount for input: handCount: 9, deckCount: 36, discardCount: 13
Test#118 Expected 7 handcount, found 8 handcount for input: handCount: 5, deckCount: 17, discardCount: 23
Test#119 Expected 3 handcount, found 4 handcount for input: handCount: 1, deckCount: 47, discardCount: 12
Test#120 Expected 7 handcount, found 8 handcount for input: handCount: 5, deckCount: 39, discardCount: 49
Test#121 Expected 6 handcount, found 7 handcount for input: handCount: 4, deckCount: 7, discardCount: 3
Test#122 Expected 33 handcount, found 34 handcount for input: handCount: 31, deckCount: 58, discardCount: 363
Test#123 Expected 11 handcount, found 12 handcount for input: handCount: 9, deckCount: 495, discardCount: 0
Test#124 Expected 8 handcount, found 9 handcount for input: handCount: 6, deckCount: 26, discardCount: 16
Test#125 Expected 10 handcount, found 11 handcount for input: handCount: 8, deckCount: 203, discardCount: 224
Test#126 Expected 128 handcount, found 129 handcount for input: handCount: 126, deckCount: 33, discardCount: 8
Test#127 Expected 3 handcount, found 4 handcount for input: handCount: 1, deckCount: 310, discardCount: 55
Test#128 Expected 4 handcount, found 5 handcount for input: handCount: 2, deckCount: 111, discardCount: 352
Test#129 Expected 4 handcount, found 5 handcount for input: handCount: 2, deckCount: 46, discardCount: 46
Test#130 Expected 3 handcount, found 4 handcount for input: handCount: 1, deckCount: 151, discardCount: 158
Test#131 Expected 5 handcount, found 6 handcount for input: handCount: 3, deckCount: 38, discardCount: 31
Test#132 Expected 48 handcount, found 49 handcount for input: handCount: 46, deckCount: 93, discardCount: 290
Test#133 Expected 259 handcount, found 260 handcount for input: handCount: 257, deckCount: 16, discardCount: 43
Test#134 Expected 322 handcount, found 323 handcount for input: handCount: 320, deckCount: 362, discardCount: 61
Test#135 Expected 10 handcount, found 11 handcount for input: handCount: 8, deckCount: 13, discardCount: 37
Test#136 Expected 8 handcount, found 9 handcount for input: handCount: 6, deckCount: 3, discardCount: 175
Test#137 Expected 5 handcount, found 6 handcount for input: handCount: 3, deckCount: 0, discardCount: 47
Test#138 Expected 8 handcount, found 9 handcount for input: handCount: 6, deckCount: 350, discardCount: 79
Test#139 Expected 12 handcount, found 13 handcount for input: handCount: 10, deckCount: 18, discardCount: 3
Test#140 Expected 337 handcount, found 338 handcount for input: handCount: 335, deckCount: 39, discardCount: 17
Test#141 Expected 498 handcount, found 499 handcount for input: handCount: 496, deckCount: 129, discardCount: 319
Test#142 Expected 7 handcount, found 8 handcount for input: handCount: 5, deckCount: 22, discardCount: 38
Test#143 Expected 11 handcount, found 12 handcount for input: handCount: 9, deckCount: 36, discardCount: 21
Test#144 Expected 8 handcount, found 9 handcount for input: handCount: 6, deckCount: 23, discardCount: 19
Test#145 Expected 53 handcount, found 54 handcount for input: handCount: 51, deckCount: 35, discardCount: 9
Test#146 Expected 417 handcount, found 418 handcount for input: handCount: 415, deckCount: 44, discardCount: 30
Test#147 Expected 68 handcount, found 69 handcount for input: handCount: 66, deckCount: 4, discardCount: 26
Test#148 Expected 5 handcount, found 6 handcount for input: handCount: 3, deckCount: 4, discardCount: 10
Test#149 Expected 12 handcount, found 13 handcount for input: handCount: 10, deckCount: 4, discardCount: 15
Test#150 Expected 71 handcount, found 72 handcount for input: handCount: 69, deckCount: 292, discardCount: 31
Test#151 Expected 321 handcount, found 322 handcount for input: handCount: 319, deckCount: 34, discardCount: 47
Test#152 Expected 480 handcount, found 481 handcount for input: handCount: 478, deckCount: 164, discardCount: 205
Test#153 Expected 11 handcount, found 12 handcount for input: handCount: 9, deckCount: 283, discardCount: 206
Test#154 Expected 7 handcount, found 8 handcount for input: handCount: 5, deckCount: 485, discardCount: 11
Test#155 Expected 7 handcount, found 8 handcount for input: handCount: 5, deckCount: 28, discardCount: 25
Test#156 Expected 495 handcount, found 496 handcount for input: handCount: 493, deckCount: 11, discardCount: 431
Test#157 Expected 13 handcount, found 14 handcount for input: handCount: 11, deckCount: 369, discardCount: 29
Test#158 Expected 4 handcount, found 5 handcount for input: handCount: 2, deckCount: 40, discardCount: 5
Test#159 Expected 5 handcount, found 6 handcount for input: handCount: 3, deckCount: 24, discardCount: 4
Test#160 Expected 103 handcount, found 104 handcount for input: handCount: 101, deckCount: 47, discardCount: 4
Test#161 Expected 6 handcount, found 7 handcount for input: handCount: 4, deckCount: 12, discardCount: 31
Test#162 Expected 305 handcount, found 306 handcount for input: handCount: 303, deckCount: 68, discardCount: 25
Test#163 Expected 257 handcount, found 258 handcount for input: handCount: 255, deckCount: 321, discardCount: 136
Test#164 Expected 5 handcount, found 6 handcount for input: handCount: 3, deckCount: 99, discardCount: 394
Test#165 Expected 8 handcount, found 9 handcount for input: handCount: 6, deckCount: 47, discardCount: 18
Test#166 Expected 279 handcount, found 280 handcount for input: handCount: 277, deckCount: 307, discardCount: 79
Test#167 Expected 3 handcount, found 4 handcount for input: handCount: 1, deckCount: 1, discardCount: 38
Test#168 Expected 12 handcount, found 13 handcount for input: handCount: 10, deckCount: 27, discardCount: 12
Test#169 Expected 197 handcount, found 198 handcount for input: handCount: 195, deckCount: 24, discardCount: 10
Test#170 Expected 10 handcount, found 11 handcount for input: handCount: 8, deckCount: 140, discardCount: 65
Test#171 Expected 9 handcount, found 10 handcount for input: handCount: 7, deckCount: 108, discardCount: 237
Test#172 Expected 11 handcount, found 12 handcount for input: handCount: 9, deckCount: 39, discardCount: 19
Test#173 Expected 11 handcount, found 12 handcount for input: handCount: 9, deckCount: 2, discardCount: 24
Test#174 Expected 5 handcount, found 6 handcount for input: handCount: 3, deckCount: 15, discardCount: 45
Test#175 Expected 424 handcount, found 425 handcount for input: handCount: 422, deckCount: 27, discardCount: 12
Test#176 Expected 12 handcount, found 13 handcount for input: handCount: 10, deckCount: 28, discardCount: 6
Test#177 Expected 10 handcount, found 11 handcount for input: handCount: 8, deckCount: 13, discardCount: 21
Test#178 Expected 8 handcount, found 9 handcount for input: handCount: 6, deckCount: 44, discardCount: 36
Test#179 Expected 12 handcount, found 13 handcount for input: handCount: 10, deckCount: 413, discardCount: 77
Test#180 Expected 9 handcount, found 10 handcount for input: handCount: 7, deckCount: 7, discardCount: 41
Test#181 Expected 8 handcount, found 9 handcount for input: handCount: 6, deckCount: 36, discardCount: 13
Test#182 Expected 487 handcount, found 488 handcount for input: handCount: 485, deckCount: 18, discardCount: 8
Test#183 Expected 5 handcount, found 6 handcount for input: handCount: 3, deckCount: 31, discardCount: 22
Test#184 Expected 8 handcount, found 9 handcount for input: handCount: 6, deckCount: 22, discardCount: 7
Test#185 Expected 6 handcount, found 7 handcount for input: handCount: 4, deckCount: 40, discardCount: 6
Test#186 Expected 250 handcount, found 251 handcount for input: handCount: 248, deckCount: 15, discardCount: 26
Test#187 Expected 295 handcount, found 296 handcount for input: handCount: 293, deckCount: 32, discardCount: 46
Test#188 Expected 8 handcount, found 9 handcount for input: handCount: 6, deckCount: 4, discardCount: 16
Test#189 Expected 8 handcount, found 9 handcount for input: handCount: 6, deckCount: 47, discardCount: 25
Test#190 Expected 6 handcount, found 7 handcount for input: handCount: 4, deckCount: 27, discardCount: 3
Test#191 Expected 12 handcount, found 13 handcount for input: handCount: 10, deckCount: 12, discardCount: 290
Test#192 Expected 170 handcount, found 171 handcount for input: handCount: 168, deckCount: 21, discardCount: 376
Test#193 Expected 4 handcount, found 5 handcount for input: handCount: 2, deckCount: 29, discardCount: 27
Test#194 Expected 3 handcount, found 4 handcount for input: handCount: 1, deckCount: 186, discardCount: 51
Test#195 Expected 377 handcount, found 378 handcount for input: handCount: 375, deckCount: 275, discardCount: 110
Test#196 Expected 10 handcount, found 11 handcount for input: handCount: 8, deckCount: 79, discardCount: 110
Test#197 Expected 5 handcount, found 6 handcount for input: handCount: 3, deckCount: 43, discardCount: 30
Test#198 Expected 307 handcount, found 308 handcount for input: handCount: 305, deckCount: 18, discardCount: 86
Test#199 Expected 3 handcount, found 4 handcount for input: handCount: 1, deckCount: 34, discardCount: 2
Test#200 Expected 8 handcount, found 9 handcount for input: handCount: 6, deckCount: 27, discardCount: 27
Test#201 Expected 4 handcount, found 5 handcount for input: handCount: 2, deckCount: 25, discardCount: 13
Test#202 Expected 9 handcount, found 10 handcount for input: handCount: 7, deckCount: 0, discardCount: 43
Test#203 Expected 125 handcount, found 126 handcount for input: handCount: 123, deckCount: 319, discardCount: 144
Test#204 Expected 3 handcount, found 4 handcount for input: handCount: 1, deckCount: 257, discardCount: 59
Test#205 Expected 8 handcount, found 9 handcount for input: handCount: 6, deckCount: 162, discardCount: 200
Test#206 Expected 407 handcount, found 408 handcount for input: handCount: 405, deckCount: 116, discardCount: 97
Test#207 Expected 8 handcount, found 9 handcount for input: handCount: 6, deckCount: 0, discardCount: 12
Test#208 Expected 12 handcount, found 13 handcount for input: handCount: 10, deckCount: 45, discardCount: 42
Test#209 Expected 10 handcount, found 11 handcount for input: handCount: 8, deckCount: 2, discardCount: 34
Test#210 Expected 6 handcount, found 7 handcount for input: handCount: 4, deckCount: 277, discardCount: 215
Test#211 Expected 142 handcount, found 143 handcount for input: handCount: 140, deckCount: 149, discardCount: 38
Test#212 Expected 180 handcount, found 181 handcount for input: handCount: 178, deckCount: 12, discardCount: 38
Test#213 Expected 3 handcount, found 4 handcount for input: handCount: 1, deckCount: 0, discardCount: 19
Test#214 Expected 12 handcount, found 13 handcount for input: handCount: 10, deckCount: 148, discardCount: 130
Test#215 Expected 8 handcount, found 9 handcount for input: handCount: 6, deckCount: 17, discardCount: 46
Test#216 Expected 183 handcount, found 184 handcount for input: handCount: 181, deckCount: 205, discardCount: 275
Test#217 Expected 5 handcount, found 6 handcount for input: handCount: 3, deckCount: 477, discardCount: 3
Test#218 Expected 4 handcount, found 5 handcount for input: handCount: 2, deckCount: 474, discardCount: 5
Test#219 Expected 12 handcount, found 13 handcount for input: handCount: 10, deckCount: 27, discardCount: 24
Test#220 Expected 3 handcount, found 4 handcount for input: handCount: 1, deckCount: 480, discardCount: 13
Test#221 Expected 168 handcount, found 169 handcount for input: handCount: 166, deckCount: 12, discardCount: 49
Test#222 Expected 188 handcount, found 189 handcount for input: handCount: 186, deckCount: 257, discardCount: 94
Test#223 Expected 12 handcount, found 13 handcount for input: handCount: 10, deckCount: 19, discardCount: 40
Test#224 Expected 85 handcount, found 86 handcount for input: handCount: 83, deckCount: 30, discardCount: 37
Test#225 Expected 496 handcount, found 497 handcount for input: handCount: 494, deckCount: 39, discardCount: 35
Test#226 Expected 6 handcount, found 7 handcount for input: handCount: 4, deckCount: 4, discardCount: 30
Test#227 Expected 6 handcount, found 7 handcount for input: handCount: 4, deckCount: 9, discardCount: 37
Test#228 Expected 9 handcount, found 10 handcount for input: handCount: 7, deckCount: 18, discardCount: 260
Test#229 Expected 11 handcount, found 12 handcount for input: handCount: 9, deckCount: 39, discardCount: 31
Test#230 Expected 211 handcount, found 212 handcount for input: handCount: 209, deckCount: 14, discardCount: 31
Test#231 Expected 10 handcount, found 11 handcount for input: handCount: 8, deckCount: 2, discardCount: 2
Test#232 Expected 9 handcount, found 10 handcount for input: handCount: 7, deckCount: 400, discardCount: 65
Test#233 Expected 10 handcount, found 11 handcount for input: handCount: 8, deckCount: 26, discardCount: 106
Test#234 Expected 11 handcount, found 12 handcount for input: handCount: 9, deckCount: 112, discardCount: 307
Test#235 Expected 347 handcount, found 348 handcount for input: handCount: 345, deckCount: 33, discardCount: 21
Test#236 Expected 7 handcount, found 8 handcount for input: handCount: 5, deckCount: 401, discardCount: 57
Test#237 Expected 4 handcount, found 5 handcount for input: handCount: 2, deckCount: 240, discardCount: 60
Test#238 Expected 9 handcount, found 10 handcount for input: handCount: 7, deckCount: 21, discardCount: 7
Test#239 Expected 8 handcount, found 9 handcount for input: handCount: 6, deckCount: 1, discardCount: 37
Test#240 Expected 431 handcount, found 432 handcount for input: handCount: 429, deckCount: 42, discardCount: 36
Test#241 Expected 11 handcount, found 12 handcount for input: handCount: 9, deckCount: 36, discardCount: 13
Test#242 Expected 7 handcount, found 8 handcount for input: handCount: 5, deckCount: 17, discardCount: 23
Test#243 Expected 3 handcount, found 4 handcount for input: handCount: 1, deckCount: 47, discardCount: 12
Test#244 Expected 7 handcount, found 8 handcount for input: handCount: 5, deckCount: 39, discardCount: 49
Test#245 Expected 6 handcount, found 7 handcount for input: handCount: 4, deckCount: 7, discardCount: 3
Test#246 Expected 33 handcount, found 34 handcount for input: handCount: 31, deckCount: 58, discardCount: 363
Test#247 Expected 11 handcount, found 12 handcount for input: handCount: 9, deckCount: 495, discardCount: 0
Test#248 Expected 8 handcount, found 9 handcount for input: handCount: 6, deckCount: 26, discardCount: 16
Test#249 Expected 10 handcount, found 11 handcount for input: handCount: 8, deckCount: 203, discardCount: 224
Test#250 Expected 128 handcount, found 129 handcount for input: handCount: 126, deckCount: 33, discardCount: 8
Test#251 Expected 3 handcount, found 4 handcount for input: handCount: 1, deckCount: 310, discardCount: 55
Test#252 Expected 4 handcount, found 5 handcount for input: handCount: 2, deckCount: 111, discardCount: 352
Test#253 Expected 4 handcount, found 5 handcount for input: handCount: 2, deckCount: 46, discardCount: 46
Test#254 Expected 3 handcount, found 4 handcount for input: handCount: 1, deckCount: 151, discardCount: 158
Test#255 Expected 5 handcount, found 6 handcount for input: handCount: 3, deckCount: 38, discardCount: 31
Test#256 Expected 48 handcount, found 49 handcount for input: handCount: 46, deckCount: 93, discardCount: 290
Test#257 Expected 259 handcount, found 260 handcount for input: handCount: 257, deckCount: 16, discardCount: 43
Test#258 Expected 322 handcount, found 323 handcount for input: handCount: 320, deckCount: 362, discardCount: 61
Test#259 Expected 10 handcount, found 11 handcount for input: handCount: 8, deckCount: 13, discardCount: 37
Test#260 Expected 8 handcount, found 9 handcount for input: handCount: 6, deckCount: 3, discardCount: 175
Test#261 Expected 5 handcount, found 6 handcount for input: handCount: 3, deckCount: 0, discardCount: 47
Test#262 Expected 8 handcount, found 9 handcount for input: handCount: 6, deckCount: 350, discardCount: 79
Test#263 Expected 12 handcount, found 13 handcount for input: handCount: 10, deckCount: 18, discardCount: 3
Test#264 Expected 337 handcount, found 338 handcount for input: handCount: 335, deckCount: 39, discardCount: 17
Test#265 Expected 498 handcount, found 499 handcount for input: handCount: 496, deckCount: 129, discardCount: 319
Test#266 Expected 7 handcount, found 8 handcount for input: handCount: 5, deckCount: 22, discardCount: 38
Test#267 Expected 11 handcount, found 12 handcount for input: handCount: 9, deckCount: 36, discardCount: 21
Test#268 Expected 8 handcount, found 9 handcount for input: handCount: 6, deckCount: 23, discardCount: 19
Test#269 Expected 53 handcount, found 54 handcount for input: handCount: 51, deckCount: 35, discardCount: 9
Test#270 Expected 417 handcount, found 418 handcount for input: handCount: 415, deckCount: 44, discardCount: 30
Test#271 Expected 68 handcount, found 69 handcount for input: handCount: 66, deckCount: 4, discardCount: 26
Test#272 Expected 5 handcount, found 6 handcount for input: handCount: 3, deckCount: 4, discardCount: 10
Test#273 Expected 12 handcount, found 13 handcount for input: handCount: 10, deckCount: 4, discardCount: 15
Test#274 Expected 71 handcount, found 72 handcount for input: handCount: 69, deckCount: 292, discardCount: 31
Test#275 Expected 321 handcount, found 322 handcount for input: handCount: 319, deckCount: 34, discardCount: 47
Test#276 Expected 480 handcount, found 481 handcount for input: handCount: 478, deckCount: 164, discardCount: 205
Test#277 Expected 11 handcount, found 12 handcount for input: handCount: 9, deckCount: 283, discardCount: 206
Test#278 Expected 7 handcount, found 8 handcount for input: handCount: 5, deckCount: 485, discardCount: 11
Test#279 Expected 7 handcount, found 8 handcount for input: handCount: 5, deckCount: 28, discardCount: 25
Test#280 Expected 495 handcount, found 496 handcount for input: handCount: 493, deckCount: 11, discardCount: 431
Test#281 Expected 13 handcount, found 14 handcount for input: handCount: 11, deckCount: 369, discardCount: 29
Test#282 Expected 4 handcount, found 5 handcount for input: handCount: 2, deckCount: 40, discardCount: 5
Test#283 Expected 5 handcount, found 6 handcount for input: handCount: 3, deckCount: 24, discardCount: 4
Test#284 Expected 103 handcount, found 104 handcount for input: handCount: 101, deckCount: 47, discardCount: 4
Test#285 Expected 6 handcount, found 7 handcount for input: handCount: 4, deckCount: 12, discardCount: 31
Test#286 Expected 305 handcount, found 306 handcount for input: handCount: 303, deckCount: 68, discardCount: 25
Test#287 Expected 257 handcount, found 258 handcount for input: handCount: 255, deckCount: 321, discardCount: 136
Test#288 Expected 5 handcount, found 6 handcount for input: handCount: 3, deckCount: 99, discardCount: 394
